timestamp,simple-path,time
2021-06-08 22:09:14.759,/master/welcome,242
2021-06-08 22:09:15.03,/master/welcome,201
2021-06-08 22:09:15.751,/master/sign-in,589
2021-06-08 22:09:16.995,/master/welcome,588
2021-06-08 22:09:30.552,/master/welcome,204
2021-06-08 22:09:31.254,/master/welcome,591
2021-06-08 22:09:31.602,/master/welcome,188
2021-06-08 22:09:31.846,/master/welcome,182
2021-06-08 22:09:32.544,/master/sign-in,588
2021-06-08 22:09:33.824,/master/welcome,593
2021-06-08 22:09:34.631,/manager/task/list-mine,590
2021-06-08 22:09:36.342,/manager/task/show,592
2021-06-08 22:09:36.998,/manager/task/list-mine,595
2021-06-08 22:09:37.209,/master/welcome,174
2021-06-08 22:09:37.939,/master/welcome,594
2021-06-08 22:09:38.189,/master/welcome,171
2021-06-08 22:09:38.404,/master/welcome,185
2021-06-08 22:09:39.105,/master/sign-in,591
2021-06-08 22:09:40.354,/master/welcome,579
2021-06-08 22:09:41.164,/manager/task/list-mine,593
2021-06-08 22:09:42.876,/manager/task/show,589
2021-06-08 22:09:43.541,/manager/task/list-mine,589
2021-06-08 22:09:43.746,/master/welcome,173
2021-06-08 22:09:44.448,/master/welcome,594
2021-06-08 22:09:44.716,/master/welcome,188
2021-06-08 22:09:44.919,/master/welcome,172
2021-06-08 22:09:45.619,/master/sign-in,588
2021-06-08 22:09:46.858,/master/welcome,591
2021-06-08 22:09:47.748,/manager/task/list-mine,596
2021-06-08 22:09:49.441,/manager/task/show,592
2021-06-08 22:09:50.097,/manager/task/list-mine,595
2021-06-08 22:09:50.298,/master/welcome,170
2021-06-08 22:09:51.008,/master/welcome,599
2021-06-08 22:09:51.25,/master/welcome,174
2021-06-08 22:09:51.456,/master/welcome,171
2021-06-08 22:09:52.16,/master/sign-in,594
2021-06-08 22:09:53.415,/master/welcome,603
2021-06-08 22:09:54.222,/manager/task/list-mine,591
2021-06-08 22:09:55.93,/manager/task/show,607
2021-06-08 22:09:56.585,/manager/task/list-mine,594
2021-06-08 22:09:56.786,/master/welcome,171
2021-06-08 22:09:57.487,/master/welcome,593
2021-06-08 22:09:57.739,/master/welcome,174
2021-06-08 22:09:57.94,/master/welcome,170
2021-06-08 22:09:58.655,/master/sign-in,590
2021-06-08 22:09:59.908,/master/welcome,585
2021-06-08 22:10:00.718,/manager/task/list-mine,592
2021-06-08 22:10:02.412,/manager/task/show,591
2021-06-08 22:10:03.063,/manager/task/list-mine,590
2021-06-08 22:10:03.277,/master/welcome,183
2021-06-08 22:10:03.997,/master/welcome,612
