timestamp,simple-path,time
2021-06-08 22:22:17.522,/master/welcome,225
2021-06-08 22:22:17.755,/master/welcome,166
2021-06-08 22:22:18.485,/master/sign-in,599
2021-06-08 22:22:19.732,/master/welcome,591
2021-06-08 22:22:31.632,/master/welcome,185
2021-06-08 22:22:32.333,/master/welcome,593
2021-06-08 22:22:32.675,/master/welcome,175
2021-06-08 22:22:32.898,/master/welcome,167
2021-06-08 22:22:33.62,/master/sign-in,596
2021-06-08 22:22:34.908,/master/welcome,606
2021-06-08 22:22:35.705,/manager/task/list-mine,580
2021-06-08 22:22:37.469,/manager/task/show,592
2021-06-08 22:22:38.015,/master/welcome,185
2021-06-08 22:22:38.716,/master/welcome,591
2021-06-08 22:22:38.951,/master/welcome,157
2021-06-08 22:22:39.155,/master/welcome,173
2021-06-08 22:22:39.851,/master/sign-in,587
2021-06-08 22:22:41.128,/master/welcome,585
2021-06-08 22:22:41.942,/manager/task/list-mine,588
2021-06-08 22:22:43.67,/manager/task/show,588
2021-06-08 22:22:44.164,/master/welcome,169
2021-06-08 22:22:44.882,/master/welcome,612
2021-06-08 22:22:45.158,/master/welcome,170
2021-06-08 22:22:45.358,/master/welcome,171
2021-06-08 22:22:46.061,/master/sign-in,591
2021-06-08 22:22:47.367,/master/welcome,589
2021-06-08 22:22:48.177,/manager/task/list-mine,595
2021-06-08 22:22:48.629,/master/welcome,172
2021-06-08 22:22:48.816,/master/welcome,156
2021-06-08 22:22:49.528,/master/sign-in,605
2021-06-08 22:22:50.8,/master/welcome,602
2021-06-08 22:22:51.619,/manager/task/list-mine,588
2021-06-08 22:22:52.093,/master/welcome,170
2021-06-08 22:22:52.333,/master/welcome,214
2021-06-08 22:22:53.031,/master/sign-in,590
2021-06-08 22:22:54.286,/master/welcome,591
2021-06-08 22:22:55.093,/manager/task/list-mine,589
