timestamp,simple-path,time
2021-06-08 22:04:40.736,/master/welcome,248
2021-06-08 22:04:40.964,/master/welcome,182
2021-06-08 22:04:41.679,/master/sign-in,591
2021-06-08 22:04:42.94,/master/welcome,589
2021-06-08 22:04:55.424,/master/welcome,191
2021-06-08 22:04:56.121,/master/welcome,589
2021-06-08 22:04:56.465,/master/welcome,188
2021-06-08 22:04:56.748,/master/welcome,173
2021-06-08 22:04:56.967,/master/welcome,168
2021-06-08 22:04:57.185,/master/welcome,173
2021-06-08 22:04:57.407,/master/welcome,174
