timestamp,simple-path,time
2021-06-08 22:24:09.544,/master/welcome,222
2021-06-08 22:24:09.781,/master/welcome,188
2021-06-08 22:24:10.548,/master/sign-in,602
2021-06-08 22:24:11.873,/master/welcome,595
2021-06-08 22:24:23.813,/master/welcome,188
2021-06-08 22:24:24.514,/master/welcome,592
2021-06-08 22:24:24.839,/master/welcome,169
2021-06-08 22:24:25.075,/master/welcome,185
2021-06-08 22:24:25.802,/master/sign-in,600
2021-06-08 22:24:27.11,/master/welcome,588
2021-06-08 22:24:27.916,/manager/task/list-mine,590
2021-06-08 22:24:29.619,/manager/task/show,588
2021-06-08 22:24:30.118,/master/welcome,172
2021-06-08 22:24:30.82,/master/welcome,592
2021-06-08 22:24:31.074,/master/welcome,177
2021-06-08 22:24:31.258,/master/welcome,159
2021-06-08 22:24:31.972,/master/sign-in,600
2021-06-08 22:24:33.254,/master/welcome,610
2021-06-08 22:24:34.058,/manager/task/list-mine,592
2021-06-08 22:24:35.806,/manager/task/show,591
2021-06-08 22:24:36.384,/master/welcome,196
2021-06-08 22:24:37.094,/master/welcome,586
2021-06-08 22:24:37.345,/master/welcome,172
2021-06-08 22:24:37.533,/master/welcome,156
2021-06-08 22:24:38.232,/master/sign-in,591
2021-06-08 22:24:39.511,/master/welcome,592
2021-06-08 22:24:40.321,/manager/task/list-mine,591
2021-06-08 22:24:42.053,/manager/task/show,591
2021-06-08 22:24:42.585,/master/welcome,171
2021-06-08 22:24:43.282,/master/welcome,589
2021-06-08 22:24:43.531,/master/welcome,169
2021-06-08 22:24:43.716,/master/welcome,155
2021-06-08 22:24:44.414,/master/sign-in,589
2021-06-08 22:24:45.677,/master/welcome,597
2021-06-08 22:24:46.485,/manager/task/list-mine,593
2021-06-08 22:24:48.179,/manager/task/show,591
2021-06-08 22:24:48.656,/master/welcome,155
2021-06-08 22:24:49.357,/master/welcome,593
2021-06-08 22:24:49.608,/master/welcome,174
2021-06-08 22:24:49.811,/master/welcome,169
2021-06-08 22:24:50.511,/master/sign-in,595
2021-06-08 22:24:51.814,/master/welcome,592
2021-06-08 22:24:52.625,/manager/task/list-mine,594
2021-06-08 22:24:54.335,/manager/task/show,589
2021-06-08 22:24:54.865,/master/welcome,172
2021-06-08 22:24:55.58,/master/welcome,590
2021-06-08 22:24:55.83,/master/welcome,171
2021-06-08 22:24:56.035,/master/welcome,179
2021-06-08 22:24:56.739,/master/sign-in,594
2021-06-08 22:24:57.997,/master/welcome,592
2021-06-08 22:24:58.802,/manager/task/list-mine,586
2021-06-08 22:25:00.564,/manager/task/show,595
2021-06-08 22:25:01.055,/master/welcome,160
2021-06-08 22:25:01.746,/master/welcome,591
