timestamp,test-class,test-method,time,description,result
2021-06-08 22:25:37.758,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,6965,"[1] recordIndex=2, title=Tarea 3: tarea pública modificada, initialMoment=2021/06/20 11:02, finalMoment=2021/07/22 21:37, workload=15.00, description=Esto es un ejemplo de una tarea pública modificada",OK
2021-06-08 22:25:44.877,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,6888,"[2] recordIndex=3, title=Tarea 5: tarea privada no finalizada modificada, initialMoment=2023/07/20 11:02, finalMoment=2023/07/22 21:37, workload=12.10, description=Esto es un ejemplo de una tarea privada no finalizada modificada",OK
2021-06-08 22:25:52.0,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,6903,"[3] recordIndex=4, title=Tarea 9: tarea pública no finalizada modificada, initialMoment=2023/07/20 10:02, finalMoment=2023/07/22 21:37, workload=24.70, description=Esto es un ejemplo de una tarea pública no finalizada modificada",OK
2021-06-08 22:25:59.157,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,6942,"[4] recordIndex=5, title=Tarea 11: tarea privada no finalizada modificada, initialMoment=2023/07/20 11:02, finalMoment=2023/07/22 23:37, workload=13.40, description=Esto es un ejemplo de una tarea privada no finalizada modificada",OK
2021-06-08 22:26:05.526,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6129,"[1] recordIndex=0, title=Tarea 3: tarea pública finalizada modificada, initialMoment=2021/02/20 11:02, finalMoment=null, workload=12, description=Esto es un ejemplo de una tarea pública finalizada modificada",OK
2021-06-08 22:26:11.834,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6104,"[2] recordIndex=1, title=null, initialMoment=2021/02/18 12:02, finalMoment=2022/02/24 20:37, workload=100.40, description=Esto es un ejemplo de una tarea privada no finalizada modificada",OK
2021-06-08 22:26:18.23,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6159,"[3] recordIndex=2, title=Tarea 3: tarea pública finalizada modificada, initialMoment=2021/02/20 11:02, finalMoment=2021/03/22 21:37, workload=asdf, description=Esto es un ejemplo de una tarea pública finalizada modificada",OK
2021-06-08 22:26:24.478,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6032,"[4] recordIndex=3, title=Tarea 5: tarea privada no finalizada modificada, initialMoment=2023/03/20 11:02, finalMoment=2023/03/22 21:37, workload=72, description=Esto es un ejemplo de una tarea privada no finalizada modificada",OK
2021-06-08 22:26:30.765,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6069,"[5] recordIndex=4, title=Tarea 9: tarea pública no finalizada modificada, initialMoment=null, finalMoment=2023/06/22 21:37, workload=24.70, description=Esto es un ejemplo de una tarea pública no finalizada modificada",OK
2021-06-08 22:26:37.075,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6101,"[6] recordIndex=5, title=Tarea 11: tarea privada no finalizada modificada, initialMoment=2023/07/20 11:02, finalMoment=2021/07/22 23:37, workload=13.40, description=Esto es un ejemplo de una tarea privada no finalizada modificada",OK
2021-06-08 22:26:43.366,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6073,"[7] recordIndex=6, title=Tarea 3: tarea pública finalizada modificada, initialMoment=2021/02/20 11:02, finalMoment=aaa, workload=12, description=Esto es un ejemplo de una tarea pública finalizada modificada",OK
2021-06-08 22:26:49.619,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6032,"[8] recordIndex=7, title=Tarea 3: tarea pública finalizada modificada, initialMoment=aaaa, finalMoment=2021/03/22 21:37, workload=12, description=Esto es un ejemplo de una tarea pública finalizada modificada",OK
2021-06-08 22:26:53.041,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,3203,"[9] recordIndex=8, title=Tarea 3: tarea pública finalizada modificada, initialMoment=2021/02/20 11:02, finalMoment=2021/03/22 21:37, workload=-12, description=Esto es un ejemplo de una tarea pública finalizada modificada",Record index 8 is out of range
2021-06-08 22:26:56.483,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,3216,"[10] recordIndex=9, title=Tarea 3: tarea pública finalizada modificadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, initialMoment=2021/02/20 11:02, finalMoment=2021/03/22 21:37, workload=12, description=Esto es un ejemplo de una tarea pública finalizada modificada",Record index 9 is out of range
2021-06-08 22:26:59.821,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,3119,"[11] recordIndex=10, title=Tarea 3: tarea pública finalizada modificada, initialMoment=2021/02/20 11:02, finalMoment=2021/03/19 21:37, workload=112, description=Esto es un ejemplo de una tarea pública finalizada modificada",Record index 10 is out of range
